ticket_id,created_at,customer_id,customer_city,channel,priority,issue_type,assigned_agent,status,first_response_mins,resolution_hours,csat_score,reopened_flag,resolved_at,sla_target_hours,sla_met_flag
70589,2024-11-02 05:51:00,2449,Tanta,Chat,Medium,Account,Youssef,  open ,417.0,119.0,4.0,0,,48.0,0.0
70828,2025-02-14 06:29:00,2585,Suez,Portal,Low,  Complaint ,mina,open,414.0,,,0,,72.0,
70480,2025-02-26 23:55:00,2149,alexandria,Chat,Medium,refund,Farah,Pending,9.0,,4.0,1,,48.0,
70317,2024-11-28 11:52:00,2320,Zagazig,email,Critical,  Account ,Mina,Resolved,400.0,34.0,5.0,0,2024-11-29 21:52:00,8.0,0.0
71379,2024-11-28 23:41:00,2244,Alexandria,Phone,Medium,COMPLAINT,Sara,Open,169.0,47.0,3.0,0,,48.0,0.0
70918,2024-11-19 19:46:00,2094,Alexandria,Portal,Medium,Complaint,SARA,  Resolved ,401.0,70.0,5.0,0,2024-11-22 17:46:00,48.0,0.0
70845,2024-09-08 18:54:00,2471,Tanta,EMAIL,Medium,  Complaint ,nada,open,88.0,,4.0,0,,48.0,
70179,2025-01-01 18:09:00,2596,Ismailia,Chat,Low,Complaint,Youssef,pending,335.0,,,0,,72.0,
70966,2024-11-29 03:00:00,2470,Alexandria,Email,Medium,Refund,Nada,RESOLVED,60.0,92.0,5.0,0,2024-12-02 23:00:00,48.0,0.0
70530,2024-09-08 19:07:00,2340,Zagazig,  EMAIL ,low,Account,  Youssef ,Resolved,444.0,62.0,5.0,0,2024-09-11 09:07:00,72.0,1.0
71374,2024-12-01 13:10:00,2308,Suez,  chat ,  High ,Billing,  Mina ,closed,380.0,160.0,5.0,0,2024-12-08 05:10:00,24.0,0.0
70926,2025-02-13 05:37:00,2131,  Cairo ,Chat,LOW,refund,ali,Closed,541.0,120.0,5.0,0,2025-02-18 05:37:00,72.0,0.0
70055,2025-02-08 18:57:00,2400,Giza,EMAIL,Medium,  Refund ,HEBA,Resolved,67.0,54.0,,0,2025-02-11 00:57:00,48.0,0.0
71589,2024-11-14 02:00:00,2556,Suez,Chat,MEDIUM,Complaint,  farah ,  Resolved ,571.0,49.0,5.0,0,2024-11-16 03:00:00,48.0,0.0
70424,2024-11-05 17:39:00,2097,Zagazig,phone,Medium,Billing,Sara,resolved,415.0,118.0,4.0,0,2024-11-10 15:39:00,48.0,0.0
71214,2024-11-01 03:23:00,2403,CAIRO,Chat,  HIGH ,account,Sara,Open,515.0,11.0,4.0,0,,24.0,0.0
70582,2024-11-30 03:10:00,2451,Suez,Email,  Low ,Complaint,  Omar ,Resolved,103.0,156.0,,0,2024-12-06 15:10:00,72.0,0.0
71395,2024-10-21 10:09:00,2469,Tanta,Portal,Medium,Refund,Omar,  resolved ,88.0,10.0,4.0,0,2024-10-21 20:09:00,48.0,1.0
70252,2025-02-10 09:00:00,2135,ZAGAZIG,portal,Medium,Billing,Sara,Pending,223.0,,3.0,0,,48.0,
70581,2025-02-02 23:31:00,2096,Tanta,Email,Medium,Refund,Youssef,resolved,272.0,105.0,,0,2025-02-07 08:31:00,48.0,0.0
71131,2025-01-30 19:22:00,2430,Alexandria,Email,critical,complaint,Heba,Open,657.0,,,0,,8.0,
70659,2024-12-24 23:58:00,2167,Giza,Phone,Critical,Complaint,sara,Closed,146.0,44.0,4.0,0,2024-12-26 19:58:00,8.0,0.0
71564,2024-09-28 13:38:00,2564,Alexandria,Phone,Medium,Delivery,ali,  RESOLVED ,509.0,89.0,3.0,0,2024-10-02 06:38:00,48.0,0.0
71599,2025-01-11 21:08:00,2219,Zagazig,Phone,Low,Complaint,omar,Resolved,440.0,18.0,4.0,0,2025-01-12 15:08:00,72.0,1.0
71225,2024-12-22 03:23:00,2482,Mansoura,  CHAT ,High,Refund,  Mina ,Resolved,402.0,23.0,1.0,1,2024-12-23 02:23:00,24.0,1.0
70662,2024-12-17 16:00:00,2568,ZAGAZIG,Email,Medium,Technical,Omar,Closed,609.0,109.0,5.0,0,2024-12-22 05:00:00,48.0,0.0
70406,2025-01-01 01:13:00,2167,Cairo,email,critical,ACCOUNT,Ali,Closed,625.0,78.0,4.0,0,2025-01-04 07:13:00,8.0,0.0
71402,2024-10-01 17:02:00,2212,  Suez ,Phone,High,Technical,sara,PENDING,279.0,,5.0,0,,24.0,
71403,2024-09-15 06:59:00,2599,suez,Chat,medium,Account,  Farah ,Resolved,277.0,45.0,4.0,0,2024-09-17 03:59:00,48.0,1.0
71236,2024-12-13 13:11:00,2362,  Ismailia ,Email,high,  Technical ,Ali,CLOSED,273.0,88.0,3.0,0,2024-12-17 05:11:00,24.0,0.0
70535,2025-02-07 19:06:00,2236,SUEZ,Phone,LOW,Delivery,  Mina ,  Closed ,570.0,15.0,2.0,0,2025-02-08 10:06:00,72.0,1.0
71250,2025-02-20 02:04:00,2381,Mansoura,Chat,Medium,  Billing ,,Resolved,586.0,51.0,,0,2025-02-22 05:04:00,48.0,0.0
70033,2024-11-07 11:40:00,2413,Suez,Chat,medium,  Account ,Heba,Pending,356.0,,4.0,0,,48.0,
70687,2024-09-26 08:58:00,2114,Suez,Chat,Medium,  Refund ,omar,Resolved,330.0,61.0,,1,2024-09-28 21:58:00,48.0,0.0
71336,2025-02-21 10:13:00,2453,Ismailia,Phone,LOW,Billing,Farah,Pending,436.0,122.0,5.0,0,,72.0,0.0
70838,2024-11-17 14:11:00,2472,mansoura,Portal,Medium,Technical,Heba,CLOSED,480.0,102.0,4.0,0,2024-11-21 20:11:00,48.0,0.0
71352,2024-09-08 07:47:00,2248,alexandria,chat,Medium,Refund,Youssef,  Open ,191.0,117.0,3.0,0,,48.0,0.0
70560,2024-12-10 13:11:00,2268,Tanta,Email,Medium,Refund,nada,open,285.0,,,0,,48.0,
71171,2024-10-19 05:06:00,2161,ISMAILIA,  Phone ,medium,Account,  Sara ,Resolved,718.0,58.0,5.0,0,2024-10-21 15:06:00,48.0,0.0
70794,2024-10-30 03:30:00,2359,suez,  Email ,  High ,Complaint,Farah,OPEN,696.0,,4.0,0,,24.0,
70607,2024-09-20 15:46:00,2195,  Giza ,PORTAL,High,Account,,Open,411.0,163.0,4.0,0,,24.0,0.0
71466,2025-01-20 23:45:00,2117,Ismailia,CHAT,Low,Complaint,Heba,  RESOLVED ,202.0,138.0,,0,2025-01-26 17:45:00,72.0,0.0
70875,2025-01-30 08:12:00,2181,ismailia,chat,medium,Billing,youssef,Resolved,292.0,154.0,4.0,1,2025-02-05 18:12:00,48.0,0.0
70605,2024-09-17 10:02:00,2388,Zagazig,Chat,Medium,Technical,NADA,  Closed ,603.0,144.0,5.0,0,2024-09-23 10:02:00,48.0,0.0
70309,2024-09-21 05:34:00,2438,Mansoura,Chat,Low,Billing,ALI,Pending,714.0,118.0,5.0,0,,72.0,0.0
70897,2025-02-05 15:48:00,2219,Mansoura,Chat,Low,Complaint,MINA,Resolved,47.0,41.0,3.0,0,2025-02-07 08:48:00,72.0,1.0
71447,2024-11-05 12:06:00,2321,  Mansoura ,Portal,Medium,Technical,Farah,  RESOLVED ,25.0,8.0,5.0,0,2024-11-05 20:06:00,48.0,1.0
70500,2024-11-15 09:30:00,2542,Mansoura,Phone,low,Refund,omar,Pending,135.0,128.0,,0,,72.0,0.0
70935,2024-11-24 02:33:00,2428,Tanta,Chat,Medium,Delivery,Youssef,Resolved,40.0,5.0,5.0,0,2024-11-24 07:33:00,48.0,1.0
70766,2025-01-09 09:57:00,2079,alexandria,Chat,Low,Refund,Nada,Closed,192.0,62.0,,0,2025-01-11 23:57:00,72.0,1.0
71397,2025-01-13 09:46:00,2261,  Zagazig ,phone,HIGH,  Account ,mina,Open,270.0,,3.0,0,,24.0,
70956,2025-01-22 15:10:00,2321,Giza,chat,Low,Account,Farah,Resolved,184.0,152.0,2.0,0,2025-01-28 23:10:00,72.0,0.0
70407,2025-02-07 08:00:00,2597,  mansoura ,  EMAIL ,High,Technical,Heba,Resolved,302.0,38.0,3.0,1,2025-02-08 22:00:00,24.0,0.0
70026,2025-02-04 22:17:00,2493,Suez,Phone,High,Billing,  Nada ,Pending,182.0,,2.0,0,,24.0,
70208,2024-10-08 23:55:00,2167,Tanta,  Chat ,Medium,TECHNICAL,Omar,Resolved,6.0,53.0,5.0,0,2024-10-11 04:55:00,48.0,0.0
71523,2024-12-08 06:05:00,2239,Tanta,Phone,critical,Billing,heba,Pending,255.0,,4.0,0,,8.0,
70859,2025-01-09 17:31:00,2571,Zagazig,portal,Medium,Complaint,Heba,Resolved,414.0,154.0,2.0,0,2025-01-16 03:31:00,48.0,0.0
70503,2025-01-12 10:31:00,2332,  Zagazig ,CHAT,Low,BILLING,Sara,  Open ,318.0,,,0,,72.0,
70608,2024-12-26 18:32:00,2430,Tanta,Phone,Medium,complaint,  Nada ,Closed,643.0,62.0,4.0,0,2024-12-29 08:32:00,48.0,0.0
71115,2024-11-16 05:39:00,2574,  Suez ,  Chat ,Medium,  refund ,  Youssef ,Resolved,272.0,109.0,3.0,0,2024-11-20 18:39:00,48.0,0.0
70610,2024-11-23 23:40:00,2128,Alexandria,phone,Medium,Billing,  omar ,Closed,227.0,96.0,5.0,1,2024-11-27 23:40:00,48.0,0.0
70666,2025-01-05 00:40:00,2330,Ismailia,  Portal ,  Low ,Delivery,Ali,PENDING,126.0,104.0,,0,,72.0,0.0
70551,2024-11-09 11:51:00,2303,suez,Phone,low,REFUND,Youssef,  Resolved ,712.0,84.0,5.0,0,2024-11-12 23:51:00,72.0,0.0
70394,2025-02-23 17:04:00,2579,Giza,Email,  Low ,Account,  heba ,Closed,40.0,42.0,2.0,0,2025-02-25 11:04:00,72.0,1.0
70579,2024-11-11 01:39:00,2282,Alexandria,Email,low,Billing,Mina,open,206.0,13.0,5.0,1,,72.0,0.0
70364,2025-01-04 14:58:00,2047,Tanta,Chat,high,Technical,Ali,Resolved,204.0,106.0,4.0,0,2025-01-09 00:58:00,24.0,0.0
70495,2024-10-06 00:32:00,2412,Cairo,email,Medium,Refund,sara,Resolved,715.0,61.0,4.0,0,2024-10-08 13:32:00,48.0,0.0
71154,2025-01-08 02:54:00,2147,Giza,Email,  Medium ,Technical,Mina,Resolved,137.0,106.0,1.0,0,2025-01-12 12:54:00,48.0,0.0
70369,2025-01-04 11:42:00,2387,Cairo,Email,Medium,Billing,Omar,resolved,386.0,61.0,5.0,0,2025-01-07 00:42:00,48.0,0.0
70416,2025-02-27 05:26:00,2370,Ismailia,chat,Low,Technical,  Omar ,Closed,477.0,92.0,5.0,1,2025-03-03 01:26:00,72.0,0.0
71070,2025-01-23 03:18:00,2408,Mansoura,PHONE,Low,ACCOUNT,ali,Resolved,590.0,40.0,4.0,0,2025-01-24 19:18:00,72.0,1.0
70554,2024-12-15 17:34:00,2330,Giza,Phone,High,Account,MINA,RESOLVED,99.0,79.0,1.0,1,2024-12-19 00:34:00,24.0,0.0
71292,2024-12-01 09:21:00,2195,mansoura,Portal,High,Delivery,Nada,RESOLVED,289.0,162.0,,0,2024-12-08 03:21:00,24.0,0.0
71476,2024-09-04 18:02:00,2473,ALEXANDRIA,Portal,critical,Account,  NADA ,Pending,299.0,,4.0,0,,8.0,
71003,2025-01-04 12:28:00,2567,Giza,Chat,high,Technical,Farah,Resolved,714.0,139.0,,1,2025-01-10 07:28:00,24.0,0.0
71575,2025-01-13 21:31:00,2374,,  Email ,high,Complaint,Sara,Open,169.0,,5.0,0,,24.0,
70428,2024-10-29 09:23:00,2373,  Alexandria ,Phone,  Low ,refund,heba,Resolved,615.0,37.0,3.0,0,2024-10-30 22:23:00,72.0,1.0
71461,2024-12-05 05:57:00,2341,Tanta,Email,Critical,Refund,Farah,Resolved,639.0,100.0,4.0,0,2024-12-09 09:57:00,8.0,0.0
70990,2024-10-14 09:51:00,2354,Ismailia,Email,  MEDIUM ,Complaint,Farah,Resolved,52.0,73.0,4.0,0,2024-10-17 10:51:00,48.0,0.0
70370,2024-10-10 00:48:00,2042,  Ismailia ,Phone,Medium,Refund,YOUSSEF,Closed,475.0,28.0,3.0,0,2024-10-11 04:48:00,48.0,1.0
70284,2024-11-06 07:05:00,2514,Suez,Email,Medium,  refund ,nada,Resolved,495.0,135.0,4.0,0,2024-11-11 22:05:00,48.0,0.0
71180,2024-11-09 21:51:00,2415,  Zagazig ,EMAIL,High,  Technical ,Ali,Resolved,387.0,149.0,5.0,0,2024-11-16 02:51:00,24.0,0.0
70646,2024-11-15 15:51:00,2120,Mansoura,email,LOW,  delivery ,Mina,RESOLVED,647.0,124.0,4.0,1,2024-11-20 19:51:00,72.0,0.0
71015,2024-10-13 03:51:00,2193,MANSOURA,  Chat ,High,Account,Omar,Resolved,221.0,87.0,1.0,0,2024-10-16 18:51:00,24.0,0.0
71452,2024-11-02 01:34:00,2211,Alexandria,Email,Medium,complaint,Sara,Open,142.0,70.0,,0,,48.0,0.0
71547,2024-10-31 14:19:00,2599,  ALEXANDRIA ,Chat,MEDIUM,delivery,Nada,Resolved,105.0,3.0,4.0,0,2024-10-31 17:19:00,48.0,1.0
70797,2025-02-12 12:22:00,2075,Zagazig,  portal ,Medium,  BILLING ,,resolved,594.0,69.0,5.0,0,2025-02-15 09:22:00,48.0,0.0
71263,2024-12-31 22:19:00,2254,Suez,Email,Low,Technical,Mina,Resolved,315.0,84.0,4.0,0,2025-01-04 10:19:00,72.0,0.0
71587,2024-10-10 03:05:00,2469,SUEZ,Email,Low,complaint,  HEBA ,Resolved,415.0,4.0,5.0,0,2024-10-10 07:05:00,72.0,1.0
70811,2025-01-09 07:40:00,2168,  GIZA ,Chat,LOW,Refund,Sara,  Pending ,684.0,,4.0,0,,72.0,
71473,2024-10-22 22:28:00,2156,SUEZ,chat,Medium,Complaint,Omar,Resolved,444.0,120.0,,0,2024-10-27 22:28:00,48.0,0.0
70295,2024-10-08 16:38:00,2283,Suez,Chat,low,  Delivery ,Mina,Closed,304.0,32.0,4.0,0,2024-10-10 00:38:00,72.0,1.0
70176,2024-10-13 02:27:00,2367,  Alexandria ,Email,Low,BILLING,nada,Open,615.0,,5.0,0,,72.0,
70866,2024-11-05 18:35:00,2102,Tanta,Email,Low,Delivery,Omar,Resolved,22.0,137.0,2.0,0,2024-11-11 11:35:00,72.0,0.0
70750,2024-10-03 16:48:00,2207,Zagazig,email,Medium,account,Heba,RESOLVED,24.0,130.0,,1,2024-10-09 02:48:00,48.0,0.0
70211,2025-02-27 01:34:00,2284,GIZA,Portal,Medium,Refund,Ali,  Resolved ,12.0,142.0,3.0,0,2025-03-04 23:34:00,48.0,0.0
71501,2025-02-14 04:46:00,2166,,PHONE,Low,Refund,Youssef,RESOLVED,247.0,132.0,1.0,0,2025-02-19 16:46:00,72.0,0.0
71339,2024-10-27 05:42:00,2277,  Giza ,Chat,Medium,ACCOUNT,Heba,RESOLVED,422.0,40.0,5.0,0,2024-10-28 21:42:00,48.0,1.0
71219,2025-01-11 06:59:00,2345,Cairo,Chat,high,Technical,heba,  PENDING ,499.0,151.0,,0,,24.0,0.0
70343,2024-11-07 16:18:00,2264,Mansoura,Chat,medium,Delivery,Mina,Resolved,230.0,93.0,,0,2024-11-11 13:18:00,48.0,0.0
70265,2025-02-12 12:05:00,2582,Zagazig,Portal,Medium,Technical,Farah,  pending ,380.0,146.0,5.0,0,,48.0,0.0
70654,2025-01-18 23:06:00,2255,  Tanta ,  Chat ,Low,Account,Heba,  RESOLVED ,712.0,93.0,1.0,0,2025-01-22 20:06:00,72.0,0.0
70038,2024-11-17 12:50:00,2270,Cairo,email,  Low ,Refund,  Ali ,  Resolved ,658.0,1.0,2.0,0,2024-11-17 13:50:00,72.0,1.0
70331,2024-11-24 13:58:00,2311,Giza,portal,Critical,  Refund ,Nada,Pending,623.0,,5.0,0,,8.0,
71060,2024-10-13 04:53:00,2068,Ismailia,Chat,High,Technical,Mina,Closed,669.0,77.0,1.0,0,2024-10-16 09:53:00,24.0,0.0
71268,2024-09-25 10:33:00,2089,Tanta,Email,Medium,Account,Youssef,Closed,152.0,140.0,5.0,1,2024-10-01 06:33:00,48.0,0.0
70488,2025-01-11 20:34:00,2314,,Portal,medium,BILLING,Mina,Pending,119.0,,3.0,0,,48.0,
70940,2024-10-14 14:00:00,2033,MANSOURA,Email,  Low ,Account,Ali,Open,604.0,137.0,2.0,0,,72.0,0.0
70156,2024-12-02 21:41:00,2338,mansoura,Phone,Low,Account,omar,Resolved,659.0,89.0,,0,2024-12-06 14:41:00,72.0,0.0
70270,2024-12-14 07:46:00,2106,  Tanta ,Phone,  low ,REFUND,Youssef,Resolved,639.0,165.0,,0,2024-12-21 04:46:00,72.0,0.0
71529,2024-11-01 19:49:00,2254,Zagazig,Email,Medium,COMPLAINT,Sara,resolved,613.0,65.0,4.0,0,2024-11-04 12:49:00,48.0,0.0
70138,2024-10-03 02:16:00,2099,tanta,Email,Medium,BILLING,Farah,Resolved,16.0,92.0,3.0,0,2024-10-06 22:16:00,48.0,0.0
70914,2025-02-12 17:50:00,2198,  Cairo ,Portal,Low,Refund,Ali,closed,151.0,65.0,3.0,0,2025-02-15 10:50:00,72.0,1.0
71334,2024-09-08 13:20:00,2279,  Zagazig ,Portal,Low,Complaint,Sara,  closed ,643.0,18.0,3.0,0,2024-09-09 07:20:00,72.0,1.0
71474,2024-09-13 02:28:00,2528,  Zagazig ,  Chat ,  Medium ,  Delivery ,Ali,RESOLVED,210.0,36.0,4.0,1,2024-09-14 14:28:00,48.0,1.0
70015,2024-10-15 03:00:00,2087,Giza,chat,HIGH,  Technical ,Omar,Open,47.0,,,0,,24.0,
70875,2025-01-30 08:12:00,2181,ismailia,chat,medium,Billing,youssef,Resolved,292.0,154.0,4.0,1,2025-02-05 18:12:00,48.0,0.0
71310,2024-12-27 04:35:00,2480,Zagazig,Portal,Medium,Account,mina,resolved,643.0,58.0,5.0,0,2024-12-29 14:35:00,48.0,0.0
71448,2024-11-02 20:40:00,2196,ISMAILIA,PORTAL,MEDIUM,  DELIVERY ,Nada,Open,350.0,13.0,2.0,0,,48.0,0.0
70366,2024-11-17 23:45:00,2257,  Zagazig ,  Email ,medium,Refund,heba,resolved,356.0,20.0,,0,2024-11-18 19:45:00,48.0,1.0
71238,2025-01-24 16:15:00,2299,Zagazig,Chat,Medium,COMPLAINT,Ali,Open,486.0,,2.0,0,,48.0,
70973,2024-09-15 08:34:00,2219,  cairo ,EMAIL,medium,  Complaint ,Omar,Resolved,607.0,118.0,4.0,0,2024-09-20 06:34:00,48.0,0.0
71554,2024-11-04 11:33:00,2388,  Suez ,EMAIL,Medium,Refund,  Nada ,Open,292.0,,4.0,0,,48.0,
70452,2024-12-08 02:19:00,2598,GIZA,Email,Medium,Delivery,Ali,Open,319.0,,5.0,0,,48.0,
70643,2024-12-25 20:54:00,2546,suez,  Chat ,Low,billing,heba,Open,527.0,,5.0,0,,72.0,
70520,2025-01-31 18:22:00,2139,Zagazig,Chat,Medium,Account,HEBA,Open,417.0,156.0,,0,,48.0,0.0
71241,2025-02-01 19:35:00,2122,mansoura,Portal,medium,BILLING,ali,Pending,195.0,,1.0,0,,48.0,
71224,2025-01-07 10:58:00,2319,Mansoura,Phone,High,Billing,heba,Pending,433.0,,5.0,0,,24.0,
70598,2024-09-05 08:57:00,2363,GIZA,Email,Low,REFUND,  Youssef ,Resolved,576.0,161.0,5.0,1,2024-09-12 01:57:00,72.0,0.0
71508,2024-11-27 04:08:00,2217,SUEZ,  Phone ,Low,Complaint,Ali,  Resolved ,559.0,163.0,4.0,0,2024-12-03 23:08:00,72.0,0.0
71302,2024-11-21 16:16:00,2405,ismailia,PHONE,Medium,Billing,Mina,Resolved,191.0,148.0,4.0,0,2024-11-27 20:16:00,48.0,0.0
70538,2025-02-13 18:38:00,2422,Cairo,Chat,low,complaint,Sara,Resolved,289.0,152.0,3.0,0,2025-02-20 02:38:00,72.0,0.0
70100,2024-09-07 20:18:00,2386,Alexandria,chat,Medium,Complaint,Mina,Resolved,65.0,151.0,4.0,0,2024-09-14 03:18:00,48.0,0.0
70113,2025-02-08 05:48:00,2521,Suez,  PHONE ,High,Complaint,  Ali ,Closed,258.0,119.0,3.0,0,2025-02-13 04:48:00,24.0,0.0
70005,2024-11-21 22:26:00,2436,Giza,Email,CRITICAL,COMPLAINT,  Heba ,Open,445.0,,2.0,0,,8.0,
70980,2024-11-15 07:38:00,2252,suez,Portal,Critical,Delivery,Youssef,Resolved,25.0,52.0,4.0,0,2024-11-17 11:38:00,8.0,0.0
70042,2025-01-16 09:33:00,2032,,Email,Medium,Billing,Sara,Open,707.0,,2.0,0,,48.0,
70052,2024-12-20 02:44:00,2073,Giza,chat,High,Delivery,Omar,Closed,413.0,30.0,4.0,0,2024-12-21 08:44:00,24.0,0.0
70363,2024-12-16 17:32:00,2030,mansoura,Portal,Low,Account,Farah,  Open ,253.0,29.0,2.0,0,,72.0,0.0
70996,2024-12-29 00:32:00,2503,Giza,Email,  Medium ,Delivery,Heba,Pending,641.0,,4.0,0,,48.0,
71495,2024-09-25 12:07:00,2017,Tanta,Portal,high,Billing,  Ali ,Resolved,580.0,36.0,3.0,0,2024-09-27 00:07:00,24.0,0.0
70004,2024-10-02 08:48:00,2206,  Giza ,phone,Low,Delivery,  Youssef ,Open,620.0,,4.0,0,,72.0,
70890,2025-02-07 02:36:00,2402,Giza,PHONE,Low,Technical,Farah,Pending,355.0,88.0,,0,,72.0,0.0
71064,2025-02-22 09:54:00,2044,GIZA,chat,  High ,Technical,Nada,Resolved,52.0,65.0,,0,2025-02-25 02:54:00,24.0,0.0
70153,2024-12-24 08:45:00,2021,Suez,Portal,  Low ,Account,Omar,resolved,80.0,20.0,4.0,0,2024-12-25 04:45:00,72.0,1.0
71227,2024-12-02 14:55:00,2210,Tanta,Phone,Medium,COMPLAINT,Farah,Resolved,529.0,56.0,,0,2024-12-04 22:55:00,48.0,0.0
71470,2024-09-17 05:14:00,2399,Ismailia,Chat,Medium,Account,  Ali ,pending,192.0,,,0,,48.0,
70147,2024-09-14 21:49:00,2429,Cairo,CHAT,  Medium ,Technical,Heba,closed,66.0,26.0,,0,2024-09-15 23:49:00,48.0,1.0
70752,2024-11-15 01:51:00,2117,  Tanta ,  Chat ,Medium,Technical,,Open,490.0,,5.0,0,,48.0,
70091,2024-10-31 17:19:00,2373,Mansoura,phone,MEDIUM,account,Ali,Resolved,282.0,90.0,5.0,0,2024-11-04 11:19:00,48.0,0.0
70977,2024-11-29 14:14:00,2119,Mansoura,Portal,Medium,Technical,Heba,Resolved,553.0,10.0,,0,2024-11-30 00:14:00,48.0,1.0
70195,2025-01-04 21:31:00,2551,Tanta,portal,Critical,Account,Mina,Closed,664.0,123.0,2.0,0,2025-01-10 00:31:00,8.0,0.0
71483,2024-12-11 18:34:00,2170,Alexandria,Phone,High,Account,Mina,Resolved,354.0,154.0,5.0,0,2024-12-18 04:34:00,24.0,0.0
71378,2024-11-10 22:08:00,2406,  mansoura ,Email,  High ,Account,Omar,Open,-5.0,,4.0,0,,24.0,
71113,2024-12-21 22:45:00,2567,Suez,CHAT,  Low ,Delivery,  Farah ,Resolved,648.0,59.0,5.0,0,2024-12-24 09:45:00,72.0,1.0
70536,2025-01-16 13:45:00,2418,  Ismailia ,Portal,critical,Technical,Sara,  Resolved ,522.0,101.0,4.0,0,2025-01-20 18:45:00,8.0,0.0
71087,2024-09-20 04:26:00,2455,ISMAILIA,  chat ,  High ,  Delivery ,FARAH,RESOLVED,455.0,167.0,5.0,0,2024-09-27 03:26:00,24.0,0.0
70105,2024-12-03 11:44:00,2341,Cairo,Phone,Low,  Account ,omar,Resolved,197.0,155.0,1.0,0,2024-12-09 22:44:00,72.0,0.0
70858,2024-10-14 05:12:00,2578,Cairo,chat,Low,TECHNICAL,Sara,CLOSED,185.0,125.0,3.0,0,2024-10-19 10:12:00,72.0,0.0
70550,2024-10-21 14:10:00,2273,Ismailia,Portal,  Low ,Complaint,Nada,Resolved,82.0,86.0,4.0,0,2024-10-25 04:10:00,72.0,0.0
70600,2024-12-11 12:28:00,2515,  tanta ,Portal,Medium,Account,Omar,RESOLVED,182.0,108.0,4.0,0,2024-12-16 00:28:00,48.0,0.0
70951,2025-02-23 09:58:00,2163,Mansoura,  Chat ,Medium,COMPLAINT,ALI,Resolved,163.0,113.0,4.0,0,2025-02-28 02:58:00,48.0,0.0
70566,2024-12-05 06:15:00,2585,Giza,EMAIL,Critical,Complaint,Ali,  Resolved ,581.0,83.0,5.0,0,2024-12-08 17:15:00,8.0,0.0
71211,2025-02-24 03:00:00,2456,Mansoura,phone,Low,Technical,  nada ,Resolved,363.0,-2.0,,0,2025-02-24 09:00:00,72.0,1.0
71200,2025-02-22 00:12:00,2528,Mansoura,Chat,High,ACCOUNT,Youssef,resolved,470.0,70.0,2.0,0,2025-02-24 22:12:00,24.0,0.0
70783,2024-11-20 12:53:00,2277,Zagazig,Chat,Medium,Technical,Heba,Resolved,637.0,19.0,2.0,0,2024-11-21 07:53:00,48.0,1.0
70644,2024-09-24 00:25:00,2399,Zagazig,Portal,Low,account,Youssef,Closed,623.0,111.0,4.0,0,2024-09-28 15:25:00,72.0,0.0
70649,2025-02-28 17:02:00,2107,tanta,Chat,  High ,Refund,  Omar ,Resolved,60.0,75.0,5.0,0,2025-03-03 20:02:00,24.0,0.0
70255,2024-10-26 09:10:00,2542,Tanta,Phone,LOW,Account,Youssef,CLOSED,403.0,89.0,5.0,0,2024-10-30 02:10:00,72.0,0.0
70961,2024-09-14 22:32:00,2117,Alexandria,PORTAL,Medium,Delivery,  Nada ,Closed,204.0,75.0,3.0,0,2024-09-18 01:32:00,48.0,0.0
70985,2024-09-09 05:54:00,2208,Alexandria,PHONE,Critical,Technical,SARA,Open,433.0,,,0,,8.0,
70185,2024-11-09 06:06:00,2598,ISMAILIA,  Email ,  High ,  Delivery ,Sara,RESOLVED,660.0,52.0,5.0,0,2024-11-11 10:06:00,24.0,0.0
70868,2024-10-31 21:30:00,2556,alexandria,EMAIL,Critical,Delivery,mina,  Resolved ,311.0,128.0,3.0,0,2024-11-06 05:30:00,8.0,0.0
70311,2024-12-23 08:54:00,2146,Suez,Chat,critical,  Delivery ,Ali,Closed,667.0,57.0,3.0,0,2024-12-25 17:54:00,8.0,0.0
70725,2024-12-29 03:56:00,2299,  Giza ,Chat,Medium,  refund ,Farah,  Open ,612.0,121.0,5.0,0,,48.0,0.0
71309,2024-11-12 16:37:00,2148,Suez,Email,low,Complaint,MINA,OPEN,264.0,,4.0,0,,72.0,
70021,2024-12-03 22:37:00,2280,  Alexandria ,PHONE,High,Refund,Sara,Pending,114.0,41.0,5.0,0,,24.0,0.0
71223,2025-02-07 16:58:00,2090,  Suez ,Portal,  Low ,refund,Heba,Resolved,551.0,167.0,,0,2025-02-14 15:58:00,72.0,0.0
70727,2025-02-24 23:17:00,2130,Giza,PHONE,  High ,  COMPLAINT ,Heba,Open,61.0,,4.0,0,,24.0,
70445,2024-09-23 22:06:00,2047,GIZA,Portal,HIGH,Complaint,Omar,resolved,-5.0,12.0,4.0,0,2024-09-24 10:06:00,24.0,1.0
70709,2024-10-14 11:52:00,2377,Mansoura,EMAIL,Medium,Account,youssef,Pending,354.0,146.0,4.0,0,,48.0,0.0
70397,2024-09-20 08:36:00,2085,Suez,  Phone ,Critical,Billing,Farah,open,432.0,,,0,,8.0,
71198,2024-10-24 13:51:00,2034,Zagazig,Portal,LOW,COMPLAINT,Youssef,Resolved,288.0,55.0,4.0,0,2024-10-26 20:51:00,72.0,1.0
71192,2025-01-28 18:42:00,2021,Alexandria,Email,Low,Billing,sara,OPEN,102.0,122.0,3.0,0,,72.0,0.0
70192,2024-10-19 02:04:00,2469,  ALEXANDRIA ,Chat,MEDIUM,Technical,Omar,Pending,323.0,152.0,3.0,0,,48.0,0.0
